mid,desktop,mobile,pageview,room_1,room_2,room_3,tag_1,tag_2,tag_3,tag_4,tag_5
1413357,193,5,198,korea,isolate,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,PLEDIS Entertainment,Seventeen,FNC Entertainment
228979,78,0,78,blueplanet,gallery,region,เที่ยวต่างประเทศ,บันทึกนักเดินทาง,ภาพถ่าย,สถานที่ท่องเที่ยวสำหรับครอบครัว,ประเทศนิวซีแลนด์
1721629,166,105,271,korea,tvshow,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,ซีรีส์เกาหลี,one HD (GMM)
544872,57,40,97,sinthorn,ratchada,home,หุ้น,TFEX (Thailand Future Exchange),ตลาดหลักทรัพย์,การลงทุน,Technical Analysis
216097,197,0,197,korea,supachalasai,siam,BLACKPINK,K-POP,YG Entertainment,ความรักวัยรุ่น,ฟุตบอลต่างประเทศ
1827924,0,720,720,sinthorn,supachalasai,mbk,หุ้น,Technical Analysis,TFEX (Thailand Future Exchange),Premier League (League),การลงทุน
1893633,170,0,170,sinthorn,supachalasai,siam,ฟุตบอลโลก 2018,การออมเงิน,การลงทุน,การเงิน,ฟุตบอล
4635495,0,140,140,tvshow,region,wahkor,7 HD,ละครโทรทัศน์,3 HD (BEC),เรตติ้งละคร,BEC (ช่อง 3)
210166,280,0,280,sinthorn,siliconvalley,silom,TFEX (Thailand Future Exchange),การลงทุน,Technical Analysis,ตลาดหลักทรัพย์,ตราสารอนุพันธ์
2044835,0,309,309,supachalasai,tvshow,isolate,วอลเลย์บอล,BNK48,การ์ตูนญี่ปุ่น,ละครโทรทัศน์,กีฬา
207990,169,1,170,home,food,social,อาหาร,ปัญหาชีวิต,ดูแลและซ่อมแซมบ้าน,ตกแต่งบ้าน,ห้องครัว
480894,77,9,86,supachalasai,chalermthai,cartoon,ฟุตบอลต่างประเทศ,สโมสรฟุตบอลอังกฤษ,การ์ตูนญี่ปุ่น,ภาพยนตร์ต่างประเทศ,ฟุตบอล
2152276,39,9,48,ratchada,blueplanet,sinthorn,Subaru Forester,SUV,Subaru,รถยนต์,สะสมไมล์
2442291,78,0,78,tvshow,pantip,korea,จิรายุ ตั้งศรีสุข (เจมส์),เกมเสน่หา (ละคร),ณฐพร เตมีรักษ์ (แต้ว),BEC (ช่อง 3),ละครโทรทัศน์
195776,305,3,308,ratchada,wahkor,blueplanet,มอเตอร์ไซค์,บันทึกนักเดินทาง,แต่งรถ,วิทยาศาสตร์,อู่ซ่อมรถ
497587,18,340,358,isolate,wahkor,ratchada,BNK48,อาวุธยุทโธปกรณ์,ฟุตบอล,วิทยาศาสตร์,นักร้องนักดนตรี
62021,106,0,106,isolate,chalermkrung,tvshow,BNK48,นักร้องนักดนตรีไทย,นักร้องนักดนตรี,พัศชนันท์ เจียจิรโชติ (อร BNK48),AKB48
190365,401,0,401,isolate,chalermthai,chalermkrung,BNK48,ภาพยนตร์,นักร้องนักดนตรีหญิง,ร้านอาหาร,อาหาร
592757,26,0,26,beauty,social,mbk,Dress Up Club,แฟชั่น,ชุดกีฬา,H&M,Men's Fashion
163778,129,0,129,social,lumpini,siam,ปัญหาชีวิต,ปัญหาสังคม,สุขภาพจิต,อาหาร,ปัญหาวัยรุ่น
618240,57,26,83,tvshow,beauty,chalermkrung,3 HD (BEC),ละครโทรทัศน์,ธนวรรธน์ วรรธนะภูติ (โป๊ป),ข้ามสีทันดร (ละคร),ศิรินทร์ ปรีดียานนท์ (ชิปปี้)
658771,71,140,211,sinthorn,silom,social,หุ้น,การเงิน,การลงทุน,การออมเงิน,TFEX (Thailand Future Exchange)
3860853,217,13,230,supachalasai,silom,sinthorn,วอลเลย์บอล,ประชาคมเศรษฐกิจอาเซียน (AEC),นักวอลเลย์บอล,เศรษฐกิจ,กีฬา
3899723,657,0,657,lumpini,social,beauty,ลดความอ้วน,ปัญหาชีวิต,สุขภาพกาย,มนุษย์เงินเดือน,ฟิตเนส
705388,0,147,147,lumpini,tvshow,family,แพทย์,สุขภาพกาย,โรงพยาบาล,สุขภาพจิต,รายการข่าว
633760,273,54,327,silom,home,ratchada,มนุษย์เงินเดือน,บ้าน,รถยนต์,อสังหาริมทรัพย์,ทรัพยากรบุคคล
154912,110,0,110,silom,social,bangrak,มนุษย์เงินเดือน,ทรัพยากรบุคคล,ปัญหาชีวิต,ปัญหาสังคม,การบริหารจัดการ
3832523,0,353,353,tvshow,home,sinthorn,3 HD (BEC),BEC (ช่อง 3),ละครโทรทัศน์,ธนิน มนูญศิลป์ (บอม),ดั่งพรหมลิขิตรัก (ละคร)
4632264,0,54,54,siam,social,bangrak,ชีวิตวัยรุ่น,ปัญหาชีวิต,ปัญหาความรัก,ปัญหาวัยรุ่น,หาเพื่อน
742924,115,0,115,korea,supachalasai,tvshow,วอลเลย์บอล,K-POP,YG Entertainment,นักร้องนักดนตรีเกาหลี,BLACKPINK
310662,29,45,74,library,supachalasai,home,ภาษาอังกฤษ,ภาพยนตร์,แบดมินตัน,ดูแลและซ่อมแซมบ้าน,ฟุตบอล
726499,124,0,124,tvshow,food,mbk,เมีย2018 (ละคร),one HD (GMM),น้ำทิพย์ จงรัชตวิบูลย์ (บี),ณวัฒน์ กุลรัตนรักษ์ (ป้อง),ธนภัทร กาวิลละ (ฟิล์ม)
4295403,73,0,73,sinthorn,isolate,social,ธนาคาร,ธนาคารกรุงเทพ,บัตรเครดิต,การเงิน,บัตรเอทีเอ็ม
1928830,60,83,143,klaibann,food,home,ชีวิตในต่างแดน,ทำงานต่างประเทศ,ทำอาหาร,สูตรอาหาร,อาหารไทย
704498,296,0,296,wahkor,supachalasai,camera,อาวุธยุทโธปกรณ์,ฟุตบอล,กล้องฟิล์ม,เทคโนโลยี,ฟุตบอลต่างประเทศ
747155,130,15,145,social,wahkor,cartoon,ปัญหาสังคม,มนุษย์เงินเดือน,ปัญหาชีวิต,อาวุธยุทโธปกรณ์,การ์ตูน
2021349,140,0,140,supachalasai,isolate,chalermkrung,ฟุตบอลต่างประเทศ,ฟุตบอล,BNK48,ฟุตบอลโลก 2018,สโมสรฟุตบอลอังกฤษ
4615276,70,0,70,tvshow,korea,siliconvalley,3 HD (BEC),ละครโทรทัศน์,7 HD,one HD (GMM),เรตติ้งละคร
701415,87,23,110,korea,beauty,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,TWICE,เพลงเกาหลี,เครื่องสำอาง
2519595,102,9,111,social,religious,isolate,ศาสนาอิสลาม,ปัญหาชีวิต,ปัญหาความรัก,ถ้ำหลวง ขุนน้ำนางนอน,ชีวิตวัยรุ่น
642528,69,0,69,social,bangrak,siam,ปัญหาชีวิต,ปัญหาครอบครัว,ครอบครัว,ปัญหาสังคม,ปัญหาวัยรุ่น
192007,3,118,121,jatujak,home,gallery,ดอกไม้,ต้นไม้,สลากกินแบ่งรัฐบาล,กระบองเพชร,จัดสวน
191648,48,338,386,lumpini,beauty,korea,ลดความอ้วน,K-POP,ปัญหาชีวิต,นักร้องนักดนตรีเกาหลี,อาหาร
658170,45,6,51,food,lumpini,blueplanet,ทำอาหาร,อาหาร,สูตรอาหาร,ร้านอาหาร,โภชนาการ
2798980,0,333,333,social,home,wahkor,ปัญหาชีวิต,ร้องทุกข์,อาวุธยุทโธปกรณ์,กฎหมายชาวบ้าน,ปัญหาสังคม
4216493,8,147,155,supachalasai,chalermthai,region,ฟุตบอลไทย,ฟุตบอล,ไทยพรีเมียร์ลีก,สโมสรฟุตบอลไทย,กีฬา
2809723,54,0,54,rajdumnern,library,,การ์ตูนการเมือง,การเมือง,กวีการเมือง,นักการเมือง,นักเขียน
216022,153,2,155,social,food,sinthorn,ปัญหาชีวิต,อาหาร,คุ้มครองผู้บริโภค,ร้องทุกข์,ปัญหาสังคม
105424,72,4,76,supachalasai,food,tvshow,ฟุตบอล,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ,ฟุตบอลโลก,TrueVisions
943216,137,0,137,food,home,social,อาหาร,ร้านอาหาร,ทำอาหาร,อาหารไทย,สูตรอาหาร
4667878,1,77,78,rajdumnern,,,การเมือง,การ์ตูนการเมือง,เลือกตั้ง,ประชามติ,รัฐบาล
253579,95,59,154,tvshow,korea,chalermkrung,Produce 48 (รายการโทรทัศน์),K-POP,ละครโทรทัศน์,Mnet (สถานีโทรทัศน์),BNK48
947594,5,297,302,korea,isolate,chalermkrung,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,มิวสิควิดีโอเพลงเกาหลี
985360,24,112,136,supachalasai,silom,library,วอลเลย์บอล,กีฬา,ประชาคมเศรษฐกิจอาเซียน (AEC),นักวอลเลย์บอล,ประเทศฟิลิปปินส์
351110,44,0,44,food,klaibann,blueplanet,ชีวิตในต่างแดน,อาหาร,บันทึกนักเดินทาง,ประเทศอิตาลี,โรงพยาบาล
1168061,0,356,356,tvshow,social,chalermthai,3 HD (BEC),ละครโทรทัศน์,นักแสดง,BEC (ช่อง 3),นักแสดงหญิง
1182029,153,0,153,bangrak,siam,silom,ปัญหาความรัก,ความรักวัยรุ่น,ศาลาคนเศร้า,ความรักวัยทำงาน,ประสบการณ์ความรัก
31431,81,0,81,ratchada,social,wahkor,รถยนต์,ซ่อมบำรุงรถยนต์,ดูแลรักษารถยนต์,รถมือสอง,แต่งรถ
853611,0,82,82,tvshow,chalermthai,food,BEC (ช่อง 3),3 HD (BEC),บุพเพสันนิวาส,ภาพยนตร์,บริษัท บรอดคาซท์ ไทย เทเลวิชั่น จำกัด
598647,304,0,304,supachalasai,sinthorn,silom,ฟุตบอลโลก 2018,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก,เกมบอลพันทิป
1317114,212,89,301,religious,ratchada,library,ศาสนาพุทธ,ปฏิบัติธรรม,พระไตรปิฎก,รถยนต์,ศาสนา
2827904,241,0,241,isolate,chalermkrung,silom,BNK48,AKB48,นักร้องนักดนตรี,นักร้องนักดนตรีไทย,นักร้องนักดนตรีหญิง
4666854,17,0,17,beauty,lumpini,,ความงาม,สิว,สุขภาพกาย,สุขภาพจิต,แพทย์
4667662,70,36,106,family,bangrak,social,Single Mom,ประสบการณ์ชีวิตคู่,ปัญหาความรัก,สังคมคุณแม่,การเลี้ยงลูก
4528249,0,99,99,horoscope,siam,religious,ความเชื่อส่วนบุคคล,พิธีกรรมและความเชื่อ,ความรักวัยรุ่น,ชีวิตวัยรุ่น,ปฏิบัติธรรม
4395408,145,0,145,siliconvalley,isolate,bangrak,ประกอบคอมพิวเตอร์,ฮาร์ดแวร์,จัดสเป็คคอม,คอมพิวเตอร์,ชิ้นส่วนคอมพิวเตอร์
1450046,77,0,77,jatujak,supachalasai,silom,แมว,สัตว์เลี้ยง,ช่วยเหลือสัตว์,สุนัข,สัตวแพทย์
1454938,178,0,178,silom,bangrak,wahkor,ประสบการณ์ความรัก,ทรัพยากรบุคคล,ฟุตบอลต่างประเทศ,ปัญหาชีวิต,อาวุธยุทโธปกรณ์
1485063,116,0,116,blueplanet,ratchada,region,เที่ยวต่างประเทศ,เที่ยวไทย,แผนที่เดินทาง,สถานที่ท่องเที่ยวต่างประเทศ,สถานที่ท่องเที่ยวในประเทศ
557608,108,7,115,jatujak,gallery,camera,ดอกไม้,ต้นไม้,สลากกินแบ่งรัฐบาล,กระบองเพชร,ภาพถ่าย
1616365,197,2,199,korea,chalermkrung,chalermthai,K-POP,นักร้องนักดนตรีเกาหลี,YG Entertainment,เพลงเกาหลี,BLACKPINK
785368,0,187,187,mbk,ratchada,social,iPhone,โทรศัพท์มือถือ,iOS,สมาร์ทโฟน,รถไฟฟ้า BTS
4590521,0,167,167,supachalasai,tvshow,,วอลเลย์บอล,นักวอลเลย์บอล,กีฬา,วอลเลย์บอลไทย,วอลเลย์บอล เวิลด์ ลีก (FIVB Volleyball World League)
58549,0,168,168,blueplanet,social,korea,เที่ยวต่างประเทศ,Backpack,สนามบิน,ประเทศมาเลเซีย,ร้องทุกข์
91821,174,0,174,silom,siliconvalley,social,นำเข้าส่งออก,เกม,มนุษย์เงินเดือน,ปัญหาชีวิต,งานขาย
71054,262,137,399,sinthorn,silom,ratchada,บัตรเครดิต,มนุษย์เงินเดือน,ธนาคาร,รถยนต์,การเงิน
3761086,0,216,216,tvshow,wahkor,blueplanet,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,เที่ยวต่างประเทศ,จังหวัดเชียงราย,วิทยาศาสตร์
3912528,0,140,140,isolate,chalermkrung,chalermthai,BNK48,นักร้องนักดนตรีหญิง,นันท์นภัส เลิศนามเชิดสกุล (มิวนิค BNK48),นักร้องนักดนตรีไทย,เพลง
3540022,1,45,46,rajdumnern,,,การเมือง,รัฐบาล,การ์ตูนการเมือง,พรรคการเมือง,
4174393,8,137,145,bangrak,siam,isolate,7-Eleven,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่,ร้านสะดวกซื้อ
3137301,139,72,211,library,wahkor,social,หน้าต่างโลก,มนุษย์เงินเดือน,ปัญหาชีวิต,การศึกษา,ปรัชญา
4676381,59,42,101,tvshow,isolate,mbk,สังคมชาวพันทิป,นักแสดง,นักแสดงชาย,ละครโทรทัศน์,BEC (ช่อง 3)
3606637,84,60,144,isolate,siliconvalley,ratchada,BNK48,คอมพิวเตอร์แล็ปท็อป,รถไฟฟ้า BTS,พัศชนันท์ เจียจิรโชติ (อร BNK48),คอมพิวเตอร์
70475,109,0,109,supachalasai,cartoon,bangrak,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,ฟุตบอล,ประสบการณ์ชีวิตคู่
163437,146,0,146,isolate,chalermkrung,wahkor,BNK48,AKB48,นักร้องนักดนตรี,นักร้องนักดนตรีไทย,นักร้องนักดนตรีหญิง
3783611,70,0,70,supachalasai,silom,social,ฟุตบอลไทย,มนุษย์เงินเดือน,เจ้าของธุรกิจ,ปัญหาชีวิต,ธีรศิลป์ แดงดา (มุ้ย)
3640745,369,37,406,writer,rajdumnern,chalermkrung,แต่งกลอน,การ์ตูนการเมือง,แต่งเรื่องสั้น,เพลง,บทกวี
119617,29,149,178,wahkor,lumpini,library,วิทยาศาสตร์,เคมี,ชีววิทยา,เทคโนโลยี,ฟิสิกส์
1429854,7,0,7,mbk,,,LINE MOBILE,AIS,dtac,truemove H,ย้ายค่ายเบอร์เดิม
4547807,0,44,44,supachalasai,tvshow,library,วอลเลย์บอล,นักวอลเลย์บอล,เอเชียนเกมส์,เอเชียนเกมส์ 2018,หัตถยา บำรุงสุข
2085974,120,0,120,religious,rajdumnern,wahkor,ถ้ำหลวง ขุนน้ำนางนอน,ศาสนาพุทธ,ศาสนา,ปฏิบัติธรรม,รายการข่าว
1409959,4,191,195,food,tvshow,library,อาหาร,ร้านอาหาร,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,อาหารญี่ปุ่น
4613109,32,0,32,religious,library,social,ศาสนา,ศาสนาพุทธ,ปรัชญา,ปฏิบัติธรรม,วิปัสสนากรรมฐาน
4138824,238,25,263,horoscope,wahkor,library,ดูดวง,ดูดวงไพ่ยิปซี,หมอดู,ดูดวงความรัก,อาวุธยุทโธปกรณ์
4083155,162,4,166,cartoon,tvshow,siliconvalley,การ์ตูน,การ์ตูนญี่ปุ่น,อนิเมะ,การ์ตูนทีวี,วันพีซ One piece
750553,196,91,287,sinthorn,silom,social,มนุษย์เงินเดือน,หุ้น,การเงิน,ปัญหาสังคม,หนี้สิน (Liability)
4398836,0,183,183,isolate,chalermkrung,siam,BNK48,นักร้องนักดนตรีหญิง,นักร้องนักดนตรีไทย,AKB48,เพลง
111013,110,0,110,chalermthai,tvshow,social,ภาพยนตร์,ภาพยนตร์ระทึกขวัญ,ภาพยนตร์ไซไฟ,Animal World (ภาพยนตร์),ภาพยนตร์จีน
595939,21,28,49,tvshow,isolate,pantip,รายการข่าว,นักดำน้ำ,ถ้ำหลวง ขุนน้ำนางนอน,ประเทศอังกฤษ,3 HD (BEC)
4364691,94,110,204,rajdumnern,social,religious,การ์ตูนการเมือง,การเมือง,ประชามติ,รัฐศาสตร์,ทักษิณ ชินวัตร
219363,152,0,152,supachalasai,ratchada,blueplanet,เที่ยวต่างประเทศ,บันทึกนักเดินทาง,อาวุธยุทโธปกรณ์,ฟุตบอล,ฟุตบอลต่างประเทศ
819965,0,301,301,korea,chalermkrung,pantip,K-POP,นักร้องนักดนตรีเกาหลี,เพลงเกาหลี,SHAUN (นักร้องนักดนตรี),YG Entertainment
436443,4,80,84,ratchada,supachalasai,blueplanet,รถยนต์,ฟุตบอล,ซ่อมบำรุงรถยนต์,ฟุตบอลไทย,ดูแลรักษารถยนต์
4634715,142,0,142,supachalasai,tvshow,silom,วอลเลย์บอล,กีฬา,วอลเลย์บอลไทย,นักวอลเลย์บอล,รายการกีฬา
4345384,95,111,206,wahkor,siliconvalley,library,อาวุธยุทโธปกรณ์,วิทยาศาสตร์,คอมพิวเตอร์,ซอฟต์แวร์,หน้าต่างโลก
1775977,365,0,365,supachalasai,library,tvshow,ฟุตบอลต่างประเทศ,ฟุตบอล,ฟุตบอลโลก,ฟุตบอลโลก 2018,ประวัติศาสตร์
3482022,0,105,105,beauty,food,siam,ความงาม,Skin Care,อาหาร,สิว,แฟชั่น
1905892,46,0,46,isolate,chalermkrung,siam,BNK48,AKB48,นักร้องนักดนตรีหญิง,นักร้องนักดนตรีไทย,นันท์นภัส เลิศนามเชิดสกุล (มิวนิค BNK48)
125991,53,50,103,supachalasai,isolate,tvshow,ฟุตบอลต่างประเทศ,ฟุตบอล,BNK48,สโมสรฟุตบอลอังกฤษ,Premier League (League)
1562452,163,0,163,ratchada,blueplanet,region,รถโดยสารประจำทาง,แผนที่เดินทาง,ระบบขนส่งมวลชน,เส้นทางเดินรถโดยสารประจำทาง,ป้ายรถโดยสารประจำทาง (Bus Stop)
760817,0,448,448,supachalasai,korea,tvshow,ฟุตบอล,ฟุตบอลไทย,K-POP,ฟุตบอลต่างประเทศ,BNK48
1498293,245,0,245,korea,chalermkrung,supachalasai,K-POP,นักร้องนักดนตรีเกาหลี,Mamamoo,มิวสิควิดีโอเพลงเกาหลี,เพลงเกาหลี
4373449,166,0,166,isolate,chalermkrung,chalermthai,BNK48,นักร้องนักดนตรี,เฌอปราง อารีย์กุล (เฌอปราง BNK48),พัศชนันท์ เจียจิรโชติ (อร BNK48),สังคมไทย
293887,1,82,83,supachalasai,bangrak,,กอล์ฟ,กีฬา,เทนนิส,เชียร์สด,แบดมินตัน
16031,45,18,63,supachalasai,sinthorn,wahkor,กอล์ฟ,หุ้น,เทนนิส,ฟุตบอล,ฟุตบอลโลก 2018
1359665,221,11,232,chalermkrung,isolate,tvshow,BNK48,The Sims,K-POP,นักร้องนักดนตรีหญิง,เกมคอมพิวเตอร์
2501999,121,0,121,cartoon,wahkor,isolate,การ์ตูนญี่ปุ่น,การ์ตูน,นินจาคาถาโอ้โฮเฮะ Naruto Shippuden,อนิเมะ,Boruto: Naruto Next Generations
76057,32,20,52,klaibann,blueplanet,library,วีซ่า,ประเทศอังกฤษ,Tourist Visa,สหราชอาณาจักร,เที่ยวต่างประเทศ
2808765,206,9,215,korea,chalermkrung,isolate,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),AKB48
30456,78,0,78,food,isolate,home,BNK48,อาหาร,สูตรอาหาร,ทำอาหาร,ร้านอาหาร
665369,95,0,95,social,ratchada,home,รถยนต์,คอนโดมิเนียม,ปัญหาสังคม,อุบัติเหตุบนท้องถนน,อสังหาริมทรัพย์
528074,25,147,172,family,tvshow,social,การเลี้ยงลูก,ปัญหาชีวิต,สังคมคุณแม่,ตั้งครรภ์,ปัญหาความรัก
4628563,54,304,358,isolate,chalermkrung,lumpini,BNK48,นักร้องนักดนตรีไทย,นักร้องนักดนตรีหญิง,นักร้องนักดนตรี,AKB48
4620360,163,0,163,social,bangrak,lumpini,ปัญหาชีวิต,ปัญหาความรัก,สุขภาพจิต,ปัญหาวัยรุ่น,ความรักวัยรุ่น
1009175,66,12,78,chalermthai,mbk,tvshow,Instagram,ภาพยนตร์,Mobile Application,ภาพยนตร์ต่างประเทศ,iPhone App
188025,280,0,280,home,mbk,sinthorn,บัตรเครดิต,AIS,บ้าน,ธนาคาร,ดูแลและซ่อมแซมบ้าน
1049807,0,161,161,korea,supachalasai,chalermkrung,K-POP,วอลเลย์บอล,นักร้องนักดนตรีเกาหลี,BLACKPINK,เพลงเกาหลี
2812808,238,45,283,wahkor,tvshow,region,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,จังหวัดเชียงราย,ข่าวออนไลน์
658638,0,116,116,supachalasai,blueplanet,food,แบดมินตัน,กีฬา,เชียร์สด,นักกีฬา,เที่ยวต่างประเทศ
700413,30,0,30,horoscope,bangrak,home,ดูดวง,หมอดู,โหราศาสตร์,ดูดวงตามวันเกิด,ดูดวงไพ่ยิปซี
4562233,33,0,33,beauty,isolate,lumpini,ผลิตภัณฑ์ดูแลเส้นผม,ทำผม,โรคผิวหนัง,อาหารเสริม,แพทย์
236121,148,0,148,wahkor,religious,social,ศาสนาพุทธ,วิทยาศาสตร์,ปฏิบัติธรรม,อาวุธยุทโธปกรณ์,พระไตรปิฎก
396598,93,0,93,supachalasai,food,sinthorn,ฟุตบอล,ร้านอาหาร,ฟุตบอลต่างประเทศ,คุ้มครองผู้บริโภค,ธนาคาร
4626623,0,295,295,horoscope,bangrak,siam,ดูดวง,หมอดู,ดูดวงไพ่ยิปซี,ดูดวงความรัก,ดูดวงตามวันเกิด
1069443,0,165,165,isolate,chalermkrung,blueplanet,BNK48,วีซ่า,พัศชนันท์ เจียจิรโชติ (อร BNK48),นักร้องนักดนตรีหญิง,นักร้องนักดนตรี
2573963,122,0,122,chalermthai,korea,chalermkrung,K-POP,ภาพยนตร์,นักร้องนักดนตรีเกาหลี,เพลง,ภาพยนตร์ต่างประเทศ
507813,0,136,136,ratchada,wahkor,region,รถยนต์,อาวุธยุทโธปกรณ์,วิทยาศาสตร์,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว
3912850,175,54,229,sinthorn,silom,mbk,หุ้น,การลงทุน,ตลาดหลักทรัพย์,เจ้าของธุรกิจ,กองทุนรวม
4580553,92,0,92,siliconvalley,home,gadget,อินเทอร์เน็ต,Network,Wi-Fi,Hard Disk,Router
2921568,50,93,143,supachalasai,korea,isolate,วอลเลย์บอล,Produce 48 (รายการโทรทัศน์),K-POP,Mnet (สถานีโทรทัศน์),กีฬา
241258,76,1,77,sinthorn,supachalasai,bangrak,หุ้น,TFEX (Thailand Future Exchange),การเงิน,การลงทุน,เศรษฐกิจ
1545591,120,2,122,sinthorn,silom,library,การลงทุน,หุ้น,เงินตราต่างประเทศ,การเงิน,ตลาดหลักทรัพย์
876799,3,217,220,sinthorn,social,klaibann,หุ้น,TFEX (Thailand Future Exchange),การลงทุน,Technical Analysis,ตลาดหลักทรัพย์
1520781,0,156,156,korea,isolate,chalermkrung,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),AKB48
370673,72,115,187,blueplanet,social,region,เที่ยวต่างประเทศ,สายการบิน,สนามบิน,เที่ยวไทย,บันทึกนักเดินทาง
1132247,152,0,152,supachalasai,,,วอลเลย์บอล,นักวอลเลย์บอล,กีฬา,หัตถยา บำรุงสุข,อัจฉราพร คงยศ
260339,0,150,150,isolate,chalermkrung,chalermthai,BNK48,เฌอปราง อารีย์กุล (เฌอปราง BNK48),นักร้องนักดนตรีไทย,AKB48,นักร้องนักดนตรี
1464331,100,73,173,korea,chalermkrung,isolate,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,เพลงเกาหลี,YG Entertainment
3737114,130,0,130,supachalasai,wahkor,tvshow,กีฬา,แบดมินตัน,เชียร์สด,รายการข่าว,ถ้ำหลวง ขุนน้ำนางนอน
3607614,152,37,189,supachalasai,silom,religious,สโมสรฟุตบอลอิตาลี,สโมสรฟุตบอลอังกฤษ,สโมสรฟุตบอลไทย,ถ้ำหลวง ขุนน้ำนางนอน,โค้ชกีฬา
253090,120,24,144,wahkor,siam,library,วิทยาศาสตร์,การเรียน,อวกาศ,คณิตศาสตร์,นักวิทยาศาสตร์
4667151,93,0,93,home,wahkor,isolate,เครื่องปั๊มน้ำ,ระบบน้ำประปาภายในบ้าน,เครื่องใช้ไฟฟ้า,วิศวกรรมศาสตร์,ดูแลและซ่อมแซมบ้าน
151021,420,0,420,korea,chalermkrung,tvshow,K-POP,Produce 48 (รายการโทรทัศน์),นักร้องนักดนตรีเกาหลี,Mnet (สถานีโทรทัศน์),AKB48
1382666,300,0,300,isolate,wahkor,chalermkrung,BNK48,AKB48,วีรยา จาง (วี BNK48),ห้างสรรพสินค้า,กรุงเทพมหานคร
988968,8,1,9,isolate,chalermkrung,family,BNK48,พัศชนันท์ เจียจิรโชติ (อร BNK48),นักร้องนักดนตรีไทย,นักร้องนักดนตรีหญิง,สังคมคุณแม่
355444,167,44,211,supachalasai,blueplanet,isolate,ฟุตบอลโลก 2018,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก,Premier League (League)
107304,233,0,233,wahkor,sinthorn,siliconvalley,วิทยาศาสตร์,สายการบิน,ถ้ำหลวง ขุนน้ำนางนอน,ธนาคาร,รายการข่าว
4444080,0,103,103,rajdumnern,,,การเมือง,การ์ตูนการเมือง,พรรคการเมือง,นักการเมือง,รัฐบาล
3818754,236,0,236,bangrak,siam,korea,ปัญหาความรัก,ความรักวัยรุ่น,ประสบการณ์ชีวิตคู่,K-POP,ความรักวัยทำงาน
4493307,0,48,48,supachalasai,,,นักกีฬา,ฟุตบอลไทย,ฟุตบอลต่างประเทศ,Premier League (League),แบดมินตัน
161150,27,0,27,tvshow,silom,isolate,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,Miss Universe,มนุษย์เงินเดือน,3 HD (BEC)
1028833,420,0,420,home,chalermkrung,lumpini,เพลง,มนุษย์เงินเดือน,ดนตรี,สุขภาพกาย,ลดความอ้วน
1462422,133,133,266,sinthorn,silom,bangrak,หุ้น,การเงิน,การลงทุน,ตลาดหลักทรัพย์,มนุษย์เงินเดือน
1466296,37,4,41,korea,pantip,beauty,K-POP,นักร้องนักดนตรีเกาหลี,BLACKPINK,YG Entertainment,เพลงเกาหลี
1669235,61,0,61,supachalasai,blueplanet,region,ฟุตบอล,ฟุตบอลต่างประเทศ,ฟุตบอลโลก 2018,ฟุตบอลโลก,รถเช่า
3093240,90,13,103,supachalasai,tvshow,wahkor,วอลเลย์บอล,ถ้ำหลวง ขุนน้ำนางนอน,รายการข่าว,วิทยาศาสตร์,ข่าวออนไลน์
271093,51,0,51,supachalasai,social,tvshow,ฟุตบอล,ฟุตบอลโลก,ฟุตบอลโลก 2018,ปัญหาสังคม,ปัญหาชีวิต
3320351,126,0,126,ratchada,social,sinthorn,รถยนต์,ดูแลรักษารถยนต์,ซ่อมบำรุงรถยนต์,มอเตอร์ไซค์,Honda (รถยนต์)
735511,51,49,100,home,silom,siliconvalley,การพัฒนาซอฟต์แวร์,บ้าน,มนุษย์เงินเดือน,ออกแบบและสร้างบ้าน,ปัญหาความรัก
435986,28,26,54,social,silom,rajdumnern,ปัญหาชีวิต,มนุษย์เงินเดือน,สังคมไทย,การเมืองท้องถิ่น,สุขภาพจิต
4287573,41,0,41,siliconvalley,social,siam,คอมมือใหม่,คอมพิวเตอร์,ปัญหาชีวิต,ชีวิตวัยรุ่น,หาเพื่อน
